Title,Creator,Publication,Date,DOI,Citations,Abstract
The tuberculosis drug discovery and development pipeline and emerging drug targets,Mdluli K.,Cold Spring Harbor Perspectives in Medicine,2015-06-01,10.1101/cshperspect.a021154,83,"The recent accelerated approval for use in extensively drug-resistant and multidrug-resistant-tuberculosis (MDR-TB) of two first-in-class TB drugs, bedaquiline and delamanid, has reinvigorated the TB drug discovery and development field. However, although several promising clinical development programs are ongoing to evaluate new TB drugs and regimens, the number of novel series represented is few. The global early-development pipeline is also woefully thin. To have a chance of achieving the goal of better, shorter, safer TB drug regimens with utility against drug-sensitive and drug-resistant disease, a robust and diverse global TB drug discovery pipeline is key, including innovative approaches that make use of recently acquired knowledge on the biology of TB. Fortunately, drug discovery for TB has resurged in recent years, generating compounds with varying potential for progression into developable leads. In parallel, advances have been made in understanding TB pathogenesis. It is now possible to apply the lessons learned from recent TB hit generation efforts and newly validated TB drug targets to generate the next wave of TB drug leads. Use of currently underexploited sources of chemical matter and lead-optimization strategies may also improve the efficiency of future TB drug discovery. Novel TB drug regimens with shorter treatment durations must target all subpopulations of Mycobacterium tuberculosis existing in an infection, including those responsible for the protracted TB treatment duration. This review summarizes the current TB drug development pipeline and proposes strategies for generating improved hits and leads in the discovery phase that could help achieve this goal."
Virtual screening for the identification of novel inhibitors of Mycobacterium tuberculosis cell wall synthesis: Inhibitors targeting RmlB and RmlC,Ren J.X.,Computers in Biology and Medicine,2015-03-01,10.1016/j.compbiomed.2014.12.020,8,Sin abstract en OpenAlex
Target-based identification of whole-cell active inhibitors of biotin biosynthesis in mycobacterium tuberculosis,Park S.W.,Chemistry and Biology,2015-01-22,10.1016/j.chembiol.2014.11.012,49,Sin abstract en OpenAlex
Comparative genome and network centrality analysis to identify drug targets of mycobacterium tuberculosis H37Rv,Melak T.,Biomed Research International,2015-01-01,10.1155/2015/212061,21,"Potential drug targets of Mycobacterium tuberculosis H37Rv were identified through systematically integrated comparative genome and network centrality analysis. The comparative analysis of the complete genome of Mycobacterium tuberculosis H37Rv against Database of Essential Genes (DEG) yields a list of proteins which are essential for the growth and survival of the pathogen. Those proteins which are nonhomologous with human were selected. The resulting proteins were then prioritized by using the four network centrality measures: degree, closeness, betweenness, and eigenvector. Proteins whose centrality value is close to the centre of gravity of the interactome network were proposed as a final list of potential drug targets for the pathogen. The use of an integrated approach is believed to increase the success of the drug target identification process. For the purpose of validation, selective comparisons have been made among the proposed targets and previously identified drug targets by various other methods. About half of these proteins have been already reported as potential drug targets. We believe that the identified proteins will be an important input to experimental study which in the way could save considerable amount of time and cost of drug target discovery."
The tuberculosis drug discovery and development pipeline and emerging drug targets,Mdluli K.,Cold Spring Harbor Perspectives in Biology,2015-01-01,10.1101/cshperspect.a021154,53,"The recent accelerated approval for use in extensively drug-resistant and multidrug-resistant-tuberculosis (MDR-TB) of two first-in-class TB drugs, bedaquiline and delamanid, has reinvigorated the TB drug discovery and development field. However, although several promising clinical development programs are ongoing to evaluate new TB drugs and regimens, the number of novel series represented is few. The global early-development pipeline is also woefully thin. To have a chance of achieving the goal of better, shorter, safer TB drug regimens with utility against drug-sensitive and drug-resistant disease, a robust and diverse global TB drug discovery pipeline is key, including innovative approaches that make use of recently acquired knowledge on the biology of TB. Fortunately, drug discovery for TB has resurged in recent years, generating compounds with varying potential for progression into developable leads. In parallel, advances have been made in understanding TB pathogenesis. It is now possible to apply the lessons learned from recent TB hit generation efforts and newly validated TB drug targets to generate the next wave of TB drug leads. Use of currently underexploited sources of chemical matter and lead-optimization strategies may also improve the efficiency of future TB drug discovery. Novel TB drug regimens with shorter treatment durations must target all subpopulations of Mycobacterium tuberculosis existing in an infection, including those responsible for the protracted TB treatment duration. This review summarizes the current TB drug development pipeline and proposes strategies for generating improved hits and leads in the discovery phase that could help achieve this goal."
Future target-based drug discovery for tuberculosis?,Kana B.D.,Tuberculosis,2014-12-01,10.1016/j.tube.2014.10.003,46,Sin abstract en OpenAlex
Potential non homologous protein targets of mycobacterium tuberculosis H37Rv identified from protein-protein interaction network,Melak T.,Journal of Theoretical Biology,2014-11-21,10.1016/j.jtbi.2014.07.031,8,Sin abstract en OpenAlex
Tuberculosis drug discovery and emerging targets,Mdluli K.,Annals of the New York Academy of Sciences,2014-09-01,10.1111/nyas.12459,43,"Current tuberculosis (TB) therapies take too long and the regimens are complex and subject to adverse effects and drug-drug interactions with concomitant medications. The emergence of drug-resistant TB strains exacerbates the situation. Drug discovery for TB has resurged in recent years, generating compounds (hits) with varying potential for progression into developable leads. In parallel, advances have been made in understanding TB pathogenesis. It is now possible to apply the lessons learned from recent TB hit generation efforts and newly validated TB drug targets to generate the next wave of TB drug leads. Use of currently underexploited sources of chemical matter and lead-optimization strategies may also improve the efficiency of future TB drug discovery. Novel TB drug regimens with shorter treatment durations must target all subpopulations of Mycobacterium tuberculosis existing in an infection, including those responsible for the protracted TB treatment duration. This review proposes strategies for generating improved hits and leads that could help achieve this goal."
Identification of anti-tuberculosis agents that target the cell-division protein FtsZ,Lin Y.,Journal of Antibiotics,2014-09-01,10.1038/ja.2014.89,30,"Antibiotic resistance to Mycobacterium tuberculosis is a growing problem. Therefore, development of new anti-tuberculosis antibiotics is urgent for the control of tuberculosis (TB) infections. FtsZ, the homolog of eukaryotic tubulin, is a GTPase that assembles into cytokinetic Z rings essential for cell division in prokaryotic cells. FtsZ (filamentous temperature-sensitive protein Z) polymerizes in a GTP-dependent manner, and polymerization of FtsZ forms into dynamic protofilaments. In this study, we screened 20,000 compounds to identify inhibitors of GTPase activity of M. tuberculosis FtsZ. We found that 297F inhibited GTPase and polymerization of FtsZ, and reduced the amount of FtsZ polymers. Furthermore, 297F has anti-TB activity with low cytotoxicity and shows no antibacterial activities toward other Gram-positive or Gram-negative strains. In vitro, 297F also induced filamentation in Mycobacterium smegmatis. All results suggest that 297F inhibits bacterial proliferation by targeting M. tuberculosis FtsZ and it may be useful as a lead compound for developing anti-TB agents."
Suramin is a potent and selective inhibitor of Mycobacterium tuberculosis RecA protein and the SOS response: RecA as a potential target for antibacterial drug discovery,Nautiyal A.,Journal of Antimicrobial Chemotherapy,2014-01-01,10.1093/jac/dku080,101,"OBJECTIVES: In eubacteria, RecA is essential for recombinational DNA repair and for stalled replication forks to resume DNA synthesis. Recent work has implicated a role for RecA in the development of antibiotic resistance in pathogenic bacteria. Consequently, our goal is to identify and characterize small-molecule inhibitors that target RecA both in vitro and in vivo. METHODS: We employed ATPase, DNA strand exchange and LexA cleavage assays to elucidate the inhibitory effects of suramin on Mycobacterium tuberculosis RecA. To gain insights into the mechanism of suramin action, we directly visualized the structure of RecA nucleoprotein filaments by atomic force microscopy. To determine the specificity of suramin action in vivo, we investigated its effect on the SOS response by pull-down and western blot assays as well as for its antibacterial activity. RESULTS: We show that suramin is a potent inhibitor of DNA strand exchange and ATPase activities of bacterial RecA proteins with IC(50) values in the low micromolar range. Additional evidence shows that suramin inhibits RecA-catalysed proteolytic cleavage of the LexA repressor. The mechanism underlying such inhibitory actions of suramin involves its ability to disassemble RecA-single-stranded DNA filaments. Notably, suramin abolished ciprofloxacin-induced recA gene expression and the SOS response and augmented the bactericidal action of ciprofloxacin. CONCLUSIONS: Our findings suggest a strategy to chemically disrupt the vital processes controlled by RecA and hence the promise of small molecules for use against drug-susceptible as well as drug-resistant strains of M. tuberculosis for better infection control and the development of new therapies."
Identification of Host-Targeted Small Molecules That Restrict Intracellular Mycobacterium tuberculosis Growth,Stanley S.A.,Plos Pathogens,2014-01-01,10.1371/journal.ppat.1003946,222,"Mycobacterium tuberculosis remains a significant threat to global health. Macrophages are the host cell for M. tuberculosis infection, and although bacteria are able to replicate intracellularly under certain conditions, it is also clear that macrophages are capable of killing M. tuberculosis if appropriately activated. The outcome of infection is determined at least in part by the host-pathogen interaction within the macrophage; however, we lack a complete understanding of which host pathways are critical for bacterial survival and replication. To add to our understanding of the molecular processes involved in intracellular infection, we performed a chemical screen using a high-content microscopic assay to identify small molecules that restrict mycobacterial growth in macrophages by targeting host functions and pathways. The identified host-targeted inhibitors restrict bacterial growth exclusively in the context of macrophage infection and predominantly fall into five categories: G-protein coupled receptor modulators, ion channel inhibitors, membrane transport proteins, anti-inflammatories, and kinase modulators. We found that fluoxetine, a selective serotonin reuptake inhibitor, enhances secretion of pro-inflammatory cytokine TNF-α and induces autophagy in infected macrophages, and gefitinib, an inhibitor of the Epidermal Growth Factor Receptor (EGFR), also activates autophagy and restricts growth. We demonstrate that during infection signaling through EGFR activates a p38 MAPK signaling pathway that prevents macrophages from effectively responding to infection. Inhibition of this pathway using gefitinib during in vivo infection reduces growth of M. tuberculosis in the lungs of infected mice. Our results support the concept that screening for inhibitors using intracellular models results in the identification of tool compounds for probing pathways during in vivo infection and may also result in the identification of new anti-tuberculosis agents that work by modulating host pathways. Given the existing experience with some of our identified compounds for other therapeutic indications, further clinically-directed study of these compounds is merited."
Identification of potential inhibitor targeting enoyl-acyl carrier protein reductase (InhA) in Mycobacterium tuberculosis: A computational approach,Shanthi V.,3 Biotech,2014-01-01,10.1007/s13205-013-0146-0,7,"The explosive global spreading of multidrug resistant Mycobacterium tuberculosis (Mtb) has provoked an urgent need to discover novel anti-TB agents. Enoyl-acyl carrier protein reductase from Mtb is a well-known and thoroughly studied target for anti-tuberculosis therapy. In the present analysis, virtual screening techniques performed from Drug bank database by utilizing INH-NAD adduct as query for the discovery of potent anti-TB agents. About 100 molecules sharing similar scaffold with INH-NAD adduct were analyzed for their binding effectiveness. The initial screening based on number of rotatable bonds gave 42 hit molecules. Subsequently, physiochemical properties such as toxicity, solubility, drug-likeness and drug score were analyzed for the filtered set of compounds. Final data reduction was performed by means of molecular docking and normal mode docking analysis. The result indicates that DB04362, adenosine diphosphate 5-(beta-ethyl)-4-methyl-thiazole-2-carboxylic acid could be a promising lead compound and be effective in treating sensitive as well as drug-resistant strains of Mtb. We believe that this novel scaffolds might be the good starting point for lead compounds and certainly aid the experimental designing of anti-tuberculosis drug in a short time."
Genomic analysis identifies targets of convergent positive selection in drug-resistant Mycobacterium tuberculosis,Farhat M.R.,Nature Genetics,2013-10-01,10.1038/ng.2747,359,"M. tuberculosis is evolving antibiotic resistance, threatening attempts at tuberculosis epidemic control. Mechanisms of resistance, including genetic changes favored by selection in resistant isolates, are incompletely understood. Using 116 newly sequenced and 7 previously sequenced M. tuberculosis whole genomes, we identified genome-wide signatures of positive selection specific to the 47 drug-resistant strains. By searching for convergent evolution--the independent fixation of mutations in the same nucleotide position or gene--we recovered 100% of a set of known resistance markers. We also found evidence of positive selection in an additional 39 genomic regions in resistant isolates. These regions encode components in cell wall biosynthesis, transcriptional regulation and DNA repair pathways. Mutations in these regions could directly confer resistance or compensate for fitness costs associated with resistance. Functional genetic analysis of mutations in one gene, ponA1, demonstrated an in vitro growth advantage in the presence of the drug rifampicin."
Identification of New Drug Targets and Resistance Mechanisms in Mycobacterium tuberculosis,Ioerger T.R.,Plos One,2013-09-23,10.1371/journal.pone.0075245,226,"Identification of new drug targets is vital for the advancement of drug discovery against Mycobacterium tuberculosis, especially given the increase of resistance worldwide to first- and second-line drugs. Because traditional target-based screening has largely proven unsuccessful for antibiotic discovery, we have developed a scalable platform for target identification in M. tuberculosis that is based on whole-cell screening, coupled with whole-genome sequencing of resistant mutants and recombineering to confirm. The method yields targets paired with whole-cell active compounds, which can serve as novel scaffolds for drug development, molecular tools for validation, and/or as ligands for co-crystallization. It may also reveal other information about mechanisms of action, such as activation or efflux. Using this method, we identified resistance-linked genes for eight compounds with anti-tubercular activity. Four of the genes have previously been shown to be essential: AspS, aspartyl-tRNA synthetase, Pks13, a polyketide synthase involved in mycolic acid biosynthesis, MmpL3, a membrane transporter, and EccB3, a component of the ESX-3 type VII secretion system. AspS and Pks13 represent novel targets in protein translation and cell-wall biosynthesis. Both MmpL3 and EccB3 are involved in membrane transport. Pks13, AspS, and EccB3 represent novel candidates not targeted by existing TB drugs, and the availability of whole-cell active inhibitors greatly increases their potential for drug discovery."
Discovery of novel inhibitors targeting the Mycobacterium tuberculosis O-acetylserine sulfhydrylase (CysK1) using virtual high-throughput screening,Jean Kumar V.U.,Bioorganic and Medicinal Chemistry Letters,2013-03-01,10.1016/j.bmcl.2013.01.031,37,Sin abstract en OpenAlex
"New strategies and paradigm for drug target discovery: A special focus on infectious diseases Tuberculosis, Malaria, Leishmaniasis, Trypanosomiasis and Gastritis",Neelapu N.R.R.,Infectious Disorders Drug Targets,2013-01-01,10.2174/1871526514666140321110312,8,"The discovery and exploitation of new drug targets is a key focus for both the pharmaceutical industry and academic research. To provide an insight into trends in the exploitation of new drug targets, we have analysed different methods during the past six decades and advances made in drug target discovery. A special focus remains on different methods used for drug target discovery on infectious diseases such as Tuberculosis, Gastritis, Malaria, Trypanosomiasis and Leishmaniasis. We herewith provide a paradigm that is can be used for drug target discovery in the near future. Keywords: Drug targets, Helicobacter pylori, infectious diseases, Leishmania, Mycobacterium tuberculosis, new paradigm, Plasmodium falciparum, Trypanosoma."
Uridine monophosphate kinase as potential target for tuberculosis: From target to lead identification,Arvind A.,Interdisciplinary Sciences Computational Life Sciences,2013-01-01,10.1007/s12539-013-0180-y,11,Sin abstract en OpenAlex
Approaches to target identification and validation for tuberculosis drug discovery: A University of Cape Town perspective,Warner D.F.,South African Medical Journal,2012-12-06,,4,Sin DOI
Insilico based identification and characterization of some novel drug targets in Mycobacterium tuberculosis H37Rv,Satpathy R.,Drug Invention Today,2012-11-16,,0,Sin DOI
Computational structural analysis of proteins of Mycobacterium tuberculosis and a resource for identifying off-targets,Hassan S.,Journal of Molecular Modeling,2012-08-01,10.1007/s00894-012-1412-5,1,Sin abstract en OpenAlex
Crowd sourcing a new paradigm for interactome driven drug target identification in Mycobacterium tuberculosis,Vashisht R.,Plos One,2012-07-11,10.1371/journal.pone.0039808,38,"A decade since the availability of Mycobacterium tuberculosis (Mtb) genome sequence, no promising drug has seen the light of the day. This not only indicates the challenges in discovering new drugs but also suggests a gap in our current understanding of Mtb biology. We attempt to bridge this gap by carrying out extensive re-annotation and constructing a systems level protein interaction map of Mtb with an objective of finding novel drug target candidates. Towards this, we synergized crowd sourcing and social networking methods through an initiative 'Connect to Decode' (C2D) to generate the first and largest manually curated interactome of Mtb termed 'interactome pathway' (IPW), encompassing a total of 1434 proteins connected through 2575 functional relationships. Interactions leading to gene regulation, signal transduction, metabolism, structural complex formation have been catalogued. In the process, we have functionally annotated 87% of the Mtb genome in context of gene products. We further combine IPW with STRING based network to report central proteins, which may be assessed as potential drug targets for development of drugs with least possible side effects. The fact that five of the 17 predicted drug targets are already experimentally validated either genetically or biochemically lends credence to our unique approach."
Isothermal target and probe amplification for Mycobacterium tuberculosis identification from broth cultures,Moon H.W.,International Journal of Tuberculosis and Lung Disease,2012-04-01,10.5588/ijtld.11.0220,3,"SETTING: Various methods are used to identify Mycobacterium tuberculosis complex (MTC) from broth cultures. The isothermal target and probe amplification (iTPA) method has recently been introduced as a simple and cost-effective molecular assay. OBJECTIVE: To evaluate the diagnostic performance of the iTPA method. DESIGN: A total of 175 specimens from the Mycobacteria Growth Indicator Tube (MGIT) 960 broth culture system were evaluated. The immunochromatographic test (ICT) and real-time quantitative PCR (RQ-PCR) were compared with the iTPA method. RESULTS: MTC was identified in 71/131 MGIT-positive specimens, including 60 ICT-positive and 11 ICT- negative/PCR-positive specimens. The sensitivity and specificity of the ICT assay were respectively 84.5% (95%CI 74.0-92.0) and 100% (95%CI 94.0-100). These 71 specimens were all MTC-positive with the iTPA method also. Sixty non-tuberculous mycobacteria specimens and 44 MGIT-negative specimens were all MTC-negative with the iTPA method. CONCLUSION: Our data show that the diagnostic performance of the iTPA method is comparable to that of RQ-PCR. The iTPA method could be a reliable and cost-effective option for the identification of MTC from broth culture."
[Identification and evaluation of a new nucleic acid amplification test target for specific detection of Mycobacterium tuberculosis complex].,Gao S.h.,Zhonghua Jie He He Hu Xi Za Zhi Zhonghua Jiehe He Huxi Zazhi Chinese Journal of Tuberculosis and Respiratory Diseases,2012-01-01,,1,Sin DOI
Generation and analysis of large-scale data-driven Mycobacterium tuberculosis functional networks for drug target identification,Mazandu G.K.,Advances in Bioinformatics,2011-12-01,10.1155/2011/801478,29,"Technological developments in large-scale biological experiments, coupled with bioinformatics tools, have opened the doors to computational approaches for the global analysis of whole genomes. This has provided the opportunity to look at genes within their context in the cell. The integration of vast amounts of data generated by these technologies provides a strategy for identifying potential drug targets within microbial pathogens, the causative agents of infectious diseases. As proteins are druggable targets, functional interaction networks between proteins are used to identify proteins essential to the survival, growth, and virulence of these microbial pathogens. Here we have integrated functional genomics data to generate functional interaction networks between Mycobacterium tuberculosis proteins and carried out computational analyses to dissect the functional interaction network produced for identifying drug targets using network topological properties. This study has provided the opportunity to expand the range of potential drug targets and to move towards optimal target-based strategies."
Navigating tuberculosis drug discovery with target-based screening,Miller C.H.,Expert Opinion on Drug Discovery,2011-08-01,10.1517/17460441.2011.586999,8,"INTRODUCTION: Mycobacterium tuberculosis kills more people than any other bacterial pathogen. New drugs are required to shorten the treatment time and provide a viable therapy for drug-resistant and latent forms of tuberculosis. The tuberculosis field has advanced considerably since the publication of the M. tuberculosis genome sequence. Today, researchers can build a high definition map of the pathogen's traits and behavior and select individual targets for chemical disruption. AREAS COVERED: This review examines the discovery of current clinical and candidate tuberculosis drugs. It outlines recent developments in the selection of molecular targets for the discovery of new anti-mycobacterial agents. It appraises techniques that incorporate target knowledge into the screening protocol. These techniques include in silico, in vitro enzyme-based, differential antisense sensitivity and gene expression screening systems. The review also looks ahead to further techniques that may be applied in tuberculosis drug discovery. EXPERT OPINION: The adoption of an 'either/or' approach to targeted or random tuberculosis drug screening is not expected. The historical success of random screening in providing the tuberculosis drugs currently in clinical use is likely to ensure that non-targeted protocols retain an important role in drug screening. However, a number of M. tuberculosis inhibitors in lead optimization and preclinical development have been discovered using targeted methods. Realization of the first clinically-approved tuberculosis drugs derived from targeted screening and continued refinements in targeted screening technologies are likely to increase the adoption of targeted approaches in the future."
"Identification of inhibitors against Mycobacterium tuberculosis Thiamin phosphate synthase, an important target for the development of Anti-TB drugs",Khare G.,Plos One,2011-08-01,10.1371/journal.pone.0022441,30,"Tuberculosis (TB) continues to pose a serious challenge to human health afflicting a large number of people throughout the world. In spite of the availability of drugs for the treatment of TB, the non-compliance to 6-9 months long chemotherapeutic regimens often results in the emergence of multidrug resistant strains of Mycobacterium tuberculosis adding to the precariousness of the situation. This has necessitated the development of more effective drugs. Thiamin biosynthesis, an important metabolic pathway of M. tuberculosis, is shown to be essential for the intracellular growth of this pathogen and hence, it is believed that inhibition of this pathway would severely affect the growth of M. tuberculosis. In this study, a comparative homology model of M. tuberculosis thiamin phosphate synthase (MtTPS) was generated and employed for virtual screening of NCI diversity set II to select potential inhibitors. The best 39 compounds based on the docking results were evaluated for their potential to inhibit the MtTPS activity. Seven compounds inhibited MtTPS activity with IC(50) values ranging from 20-100 µg/ml and two of these exhibited weak inhibition of M. tuberculosis growth with MIC(99) values being 125 µg/ml and 162.5 µg/ml while one compound was identified as a very potent inhibitor of M. tuberculosis growth with an MIC(99) value of 6 µg/ml. This study establishes MtTPS as a novel drug target against M. tuberculosis leading to the identification of new lead molecules for the development of antitubercular drugs. Further optimization of these lead compounds could result in more potent therapeutic molecules against Tuberculosis."
Molecular dynamics simulations of protein targets identified in mycobacterium tuberculosis,De Azevedo W.,Current Medicinal Chemistry,2011-03-01,10.2174/092986711795029519,76,"Application of molecular dynamics simulation technique has become a conventional computational methodology to calculate significant processes at the molecular level. This computational methodology is particularly useful for analyzing the dynamics of proteinligand systems. Several uses of molecular dynamics simulation makes possible evaluation of important structural features found at interface between a ligand and a protein, such as intermolecular hydrogen bonds, contact area and binding energy. Considering structurebased virtual screening, molecular dynamics simulations play a pivotal role in understanding the features that are important for ligandbinding affinity. This information could be employed to select higher-affinity ligands obtained in screening processes. Many protein targets such as enoyl-[acyl-carrier-protein] reductase (InhA), purine nucleoside phosphorylase (PNP), and shikimate kinase have been submitted to these simulations and will be analyzed here. All command files used in this review are available for download at http://azevedolab.net/md_75.html. Keywords: Molecular dynamics, computer simulations, enoyl-[acyl-carrier-protein] reductase (InhA), purine nucleoside phosphorylase (PNP), shikimate kinase, Mycobacterium tuberculosis, GROMACS, structure-based virtual screening, Protein Targets, hydrogen bonds"
Biochemical and transcription analysis of acetohydroxyacid synthase isoforms in Mycobacterium tuberculosis identifies these enzymes as potential targets for drug development,Singh V.,Microbiology,2011-01-01,10.1099/mic.0.041343-0,30,"Acetohydroxyacid synthase (AHAS) is a biosynthetic enzyme essential for de novo synthesis of branched-chain amino acids. The genome sequence of Mycobacterium tuberculosis revealed genes encoding four catalytic subunits, ilvB1 (Rv3003c), ilvB2 (Rv3470c), ilvG (Rv1820) and ilvX (Rv3509c), and one regulatory subunit, ilvN (Rv3002c), of AHAS. All these genes were found to be expressed in M. tuberculosis growing in vitro. Each AHAS subunit gene was cloned and expressed in Escherichia coli. AHAS activity of IlvB1 and IlvG was found in cell-free lysates and with recombinant purified proteins. Kinetic studies with purified IlvG revealed positive cooperativity towards substrate and cofactors. To understand the role of the catalytic subunits in the biology of M. tuberculosis, expression of AHAS genes was analysed in different physiological conditions. ilvB1, ilvB2 and ilvG were differentially expressed. The role of ilvB1 in persistence is known, but the upregulation of ilvB2 and ilvG in extended stationary phase, ex vivo, and in acid stress and hypoxic environments, suggests the relevance of AHAS enzymes in the metabolism and survival of M. tuberculosis by functioning as catabolic AHAS. These enzymes are therefore potential targets for drug development."
Identification and evaluation of a new nucleic acid amplification test target for specific detection of Mycobacterium tuberculosis,Qin L.,Clinical Chemistry and Laboratory Medicine,2010-10-01,10.1515/CCLM.2010.296,12,"BACKGROUND: Accurate and early diagnosis of tuberculosis (TB) is of major importance in the management and control of TB. Because the conventional bacteriological diagnosis of TB has several limitations, nucleic acid amplification (NAA) tests have emerged as promising alternatives. A potential problem with NAA tests is that some strains lack a target, which may be the one of main reasons for the much lower and highly variable accuracy in diagnosis. A possible solution may be to use more valid and applicable targets to increase detection accuracy. METHODS: In this paper, we designed a two-step program to obtain NAA test targets. Inter-simple sequence repeats (ISSR) based on oligonucleotide (GTG)(5) were first constructed to genotype Mycobacterium strains to obtain Mycobacterium tuberculosis (MTB)-specific fragment. Second, sequence characterized amplified region (SCAR) markers were developed from these species-specific sequences to identify MTB. Some 312 Mycobacterium strains were used to evaluate the efficacy of the SCAR markers, IS6110 element [specific identification of Mycobacterium tuberculosis complex (MTC)] and 16SrRNA gene (specific identification of Mycobacterium) amplification, together with traditional bacteriology testing was used as a control. RESULTS: MTB-specific sequences located in a gene coding for Rv1508c, as a new NAA test target, were obtained using ISSR-PCR genotyping. Based on these sequences, the SCAR primer pairs MISP1 and MISP2 were designed. All 312 strains from Mycobacterium accurately produced the genus-specific 16SrRNA amplicon. 271 MTB strains and M. africanum were positive. However, all nontuberculous mycobacteria (NTM) strains and 1 MTB strain named 1143 were negative in both SCAR and IS6110 PCR amplification. M. bovis, bacille Calmette-Guérin (BCG) were IS6110-PCR positive, while SCAR-PCR was negative. Strain 1143 was defined as M. arupense with 99% identity by 16SrRNA gene sequencing identification, despite being diagnosed as MTB using traditional testing. CONCLUSIONS: SCAR markers developed with this two-step program can be used as a new NAA test target to correctly detect MTB."
Targeting the chromosome partitioning protein ParA in tuberculosis drug discovery,Nisa S.,Journal of Antimicrobial Chemotherapy,2010-09-01,10.1093/jac/dkq311,32,"OBJECTIVE: To identify inhibitors of the essential chromosome partitioning protein ParA that are active against Mycobacterium tuberculosis. METHODS: Antisense expression of the parA orthologue MSMEG_6939 was induced on the Mycobacterium smegmatis background. Screening of synthetic chemical libraries was performed to identify compounds with higher anti-mycobacterial activity in the presence of parA antisense. Differentially active compounds were validated for specific inhibition of purified ParA protein from M. tuberculosis (Rv3918c). ParA inhibitors were then characterized for their activity towards M. tuberculosis in vitro. RESULTS: Under a number of culture conditions, parA antisense expression in M. smegmatis resulted in reduced growth. This effect on growth provided a basis for the detection of compounds that increased susceptibility to expression of parA antisense. Two compounds identified from library screening, phenoxybenzamine and octoclothepin, also inhibited the in vitro ATPase activity of ParA from M. tuberculosis. Structural in silico analyses predict that phenoxybenzamine and octoclothepin undergo interactions compatible with the active site of ParA. Octoclothepin exhibited significant bacteriostatic activity towards M. tuberculosis. CONCLUSIONS: Our data support the use of whole-cell differential antisense screens for the discovery of inhibitors of specific anti-tubercular drug targets. Using this approach, we have identified an inhibitor of purified ParA and whole cells of M. tuberculosis."
Protein interaction network analysis-Approach for potential drug target identification in Mycobacterium tuberculosis,Kushwaha S.,Journal of Theoretical Biology,2010-01-21,10.1016/j.jtbi.2009.09.029,80,Sin abstract en OpenAlex
Protein targets for structure-based anti-Mycobacterium tuberculosis drug discovery,Lou Z.,Protein and Cell,2010-01-01,10.1007/s13238-010-0057-3,31,"Mycobacterium tuberculosis, which belongs to the genus Mycobacterium, is the pathogenic agent for most tuberculosis (TB). As TB remains one of the most rampant infectious diseases, causing morbidity and death with emergence of multi-drug-resistant and extensively-drug-resistant forms, it is urgent to identify new drugs with novel targets to ensure future therapeutic success. In this regards, the structural genomics of M. tuberculosis provides important information to identify potential targets, perform biochemical assays, determine crystal structures in complex with potential inhibitor(s), reveal the key sites/residues for biological activity, and thus validate drug targets and discover novel drugs. In this review, we will discuss the recent progress on novel targets for structure-based anti-M. tuberculosis drug discovery."
